x1:h2o:0:275.444
x1:h2o:0:265.207
x1:h2o:0:284.401
x1:h2o:0:250.746
x1:h2o:0:273.002
x1:h2o:0:262.871
x1:h2o:0:272.813
x1:h2o:0:256.544
x1:h2o:0:268.374
x1:h2o:0:261.505
x1:h2o:0-1:133.965
x1:h2o:0-1:133.809
x1:h2o:0-1:132.545
x1:h2o:0-1:143.737
x1:h2o:0-1:134.882
x1:h2o:0-1:126.262
x1:h2o:0-1:133.838
x1:h2o:0-1:121.781
x1:h2o:0-1:130.568
x1:h2o:0-1:124.556
x1:h2o:0-3:79.905
x1:h2o:0-3:71.817
x1:h2o:0-3:78.383
x1:h2o:0-3:70.581
x1:h2o:0-3:78.527
x1:h2o:0-3:74.804
x1:h2o:0-3:72.864
x1:h2o:0-3:76.488
x1:h2o:0-3:72.934
x1:h2o:0-3:72.709
x1:h2o:0-7:42.487
x1:h2o:0-7:40.573
x1:h2o:0-7:40.695
x1:h2o:0-7:38.74
x1:h2o:0-7:43.669
x1:h2o:0-7:41.693
x1:h2o:0-7:42.517
x1:h2o:0-7:41.151
x1:h2o:0-7:39.961
x1:h2o:0-7:39.403
x1:h2o:0-3,16-19:46.082
x1:h2o:0-3,16-19:48.708
x1:h2o:0-3,16-19:42.525
x1:h2o:0-3,16-19:48.853
x1:h2o:0-3,16-19:43.614
x1:h2o:0-3,16-19:43.746
x1:h2o:0-3,16-19:50.047
x1:h2o:0-3,16-19:47.358
x1:h2o:0-3,16-19:48.123
x1:h2o:0-3,16-19:47.308
x1:h2o:0-3,64-67:49.023
x1:h2o:0-3,64-67:48.508
x1:h2o:0-3,64-67:49.8
x1:h2o:0-3,64-67:48.904
x1:h2o:0-3,64-67:47.532
x1:h2o:0-3,64-67:52.634
x1:h2o:0-3,64-67:50.1
x1:h2o:0-3,64-67:48.633
x1:h2o:0-3,64-67:51.195
x1:h2o:0-3,64-67:56.53
x1:h2o:0-15:23.252
x1:h2o:0-15:23.148
x1:h2o:0-15:24.876
x1:h2o:0-15:23.445
x1:h2o:0-15:24.804
x1:h2o:0-15:23.111
x1:h2o:0-15:21.357
x1:h2o:0-15:22.192
x1:h2o:0-15:22.104
x1:h2o:0-15:23.86
x1:h2o:0-7,16-23:30.14
x1:h2o:0-7,16-23:27.433
x1:h2o:0-7,16-23:26.936
x1:h2o:0-7,16-23:28.478
x1:h2o:0-7,16-23:28.895
x1:h2o:0-7,16-23:29.274
x1:h2o:0-7,16-23:30.873
x1:h2o:0-7,16-23:30.108
x1:h2o:0-7,16-23:28.634
x1:h2o:0-7,16-23:28.044
x1:h2o:0-7,32-39:31.302
x1:h2o:0-7,32-39:31.466
x1:h2o:0-7,32-39:31.941
x1:h2o:0-7,32-39:28.758
x1:h2o:0-7,32-39:27.238
x1:h2o:0-7,32-39:32.893
x1:h2o:0-7,32-39:29.876
x1:h2o:0-7,32-39:29.207
x1:h2o:0-7,32-39:30.224
x1:h2o:0-7,32-39:28.94
x1:h2o:0-7,64-71:32.423
x1:h2o:0-7,64-71:26.978
x1:h2o:0-7,64-71:30.947
x1:h2o:0-7,64-71:31.8
x1:h2o:0-7,64-71:31.53
x1:h2o:0-7,64-71:29.375
x1:h2o:0-7,64-71:30.256
x1:h2o:0-7,64-71:29.953
x1:h2o:0-7,64-71:27.404
x1:h2o:0-7,64-71:30.858
x1:h2o:0-31:18.442
x1:h2o:0-31:17.823
x1:h2o:0-31:18.109
x1:h2o:0-31:19.845
x1:h2o:0-31:19.182
x1:h2o:0-31:17.984
x1:h2o:0-31:17.728
x1:h2o:0-31:18.35
x1:h2o:0-31:18.802
x1:h2o:0-31:19.041
x1:h2o:0-15,32-47:19.543
x1:h2o:0-15,32-47:16.314
x1:h2o:0-15,32-47:19.965
x1:h2o:0-15,32-47:21.503
x1:h2o:0-15,32-47:19.416
x1:h2o:0-15,32-47:19.48
x1:h2o:0-15,32-47:20.965
x1:h2o:0-15,32-47:21.775
x1:h2o:0-15,32-47:20.517
x1:h2o:0-15,32-47:19.118
x1:h2o:0-15,48-63:20.141
x1:h2o:0-15,48-63:21.69
x1:h2o:0-15,48-63:19.866
x1:h2o:0-15,48-63:19.342
x1:h2o:0-15,48-63:20.584
x1:h2o:0-15,48-63:19.303
x1:h2o:0-15,48-63:20.895
x1:h2o:0-15,48-63:18.883
x1:h2o:0-15,48-63:18.716
x1:h2o:0-15,48-63:19.194
x1:h2o:0-15,64-79:17.974
x1:h2o:0-15,64-79:17.738
x1:h2o:0-15,64-79:18.828
x1:h2o:0-15,64-79:17.268
x1:h2o:0-15,64-79:17.045
x1:h2o:0-15,64-79:19.441
x1:h2o:0-15,64-79:18.801
x1:h2o:0-15,64-79:17.445
x1:h2o:0-15,64-79:17.668
x1:h2o:0-15,64-79:18.272
x1:h2o:0-63:17.155
x1:h2o:0-63:16.755
x1:h2o:0-63:15.991
x1:h2o:0-63:15.856
x1:h2o:0-63:17.078
x1:h2o:0-63:15.631
x1:h2o:0-63:15.527
x1:h2o:0-63:15.516
x1:h2o:0-63:17.629
x1:h2o:0-63:15.741
x1:h2o:0-31,64-95:14.783
x1:h2o:0-31,64-95:19.018
x1:h2o:0-31,64-95:17.612
x1:h2o:0-31,64-95:16.468
x1:h2o:0-31,64-95:16.902
x1:h2o:0-31,64-95:15.931
x1:h2o:0-31,64-95:18.092
x1:h2o:0-31,64-95:16.812
x1:h2o:0-31,64-95:16.914
x1:h2o:0-31,64-95:17.211
x1:h2o:0-127:17.299
x1:h2o:0-127:14.468
x1:h2o:0-127:17.764
x1:h2o:0-127:15.315
x1:h2o:0-127:18.758
x1:h2o:0-127:17.442
x1:h2o:0-127:16.879
x1:h2o:0-127:16.272
x1:h2o:0-127:17.267
x1:h2o:0-127:18.701
